Sex,Age,Height,Weight,Sport,Medal
F,23,174,73,Tir à l'arc,L
F,23,174,73,Tir à l'arc,L
F,23,168,73,Tir à l'arc,L
M,23,183,74,Tir à l'arc,L
M,23,183,74,Tir à l'arc,L
M,23,175,74,Tir à l'arc,L
F,23,170,74,Tir à l'arc,L
F,23,170,74,Tir à l'arc,L
M,23,186,75,Tir à l'arc,L
M,23,186,75,Tir à l'arc,L
M,23,182,75,Tir à l'arc,L
M,23,182,75,Tir à l'arc,L
M,23,178,75,Tir à l'arc,L
M,23,178,75,Tir à l'arc,L
F,23,162,75,Tir à l'arc,L
M,23,180,76,Tir à l'arc,L
M,23,178,76,Tir à l'arc,L
M,23,178,76,Tir à l'arc,L
M,23,175,77,Tir à l'arc,L
M,23,175,77,Tir à l'arc,L
F,23,169,77,Tir à l'arc,L
F,23,169,77,Tir à l'arc,L
M,23,183,78,Tir à l'arc,L
M,23,183,78,Tir à l'arc,G
M,23,178,80,Tir à l'arc,L
M,23,178,80,Tir à l'arc,L
F,23,172,80,Tir à l'arc,L
M,23,185,82,Tir à l'arc,L
M,23,185,82,Tir à l'arc,L
M,23,184,82,Tir à l'arc,L
M,23,184,82,Tir à l'arc,L
M,23,189,83,Tir à l'arc,L
M,23,189,83,Tir à l'arc,L
M,23,188,84,Tir à l'arc,L
M,23,188,84,Tir à l'arc,G
M,23,183,84,Tir à l'arc,L
M,23,183,84,Tir à l'arc,L
M,23,183,84,Tir à l'arc,L
M,23,181,84,Tir à l'arc,G
M,23,181,84,Tir à l'arc,G
M,23,189,86,Tir à l'arc,L
M,23,189,86,Tir à l'arc,L
M,23,186,86,Tir à l'arc,L
M,23,186,86,Tir à l'arc,L
M,23,181,86,Tir à l'arc,L
M,23,181,86,Tir à l'arc,G
M,23,174,86,Tir à l'arc,L
M,23,174,86,Tir à l'arc,G
M,23,174,89,Tir à l'arc,L
M,23,178,92,Tir à l'arc,L
M,23,175,92,Tir à l'arc,L
M,23,190,100,Tir à l'arc,L
M,23,184,100,Tir à l'arc,L
M,23,184,100,Tir à l'arc,G
M,23,194,115,Tir à l'arc,L
M,24,157,48,Tir à l'arc,L
M,24,157,48,Tir à l'arc,L
F,24,153,48,Tir à l'arc,L
F,24,153,48,Tir à l'arc,G
F,24,169,52,Tir à l'arc,L
F,24,160,52,Tir à l'arc,L
F,24,164,53,Tir à l'arc,L
F,24,164,53,Tir à l'arc,G
F,24,164,56,Tir à l'arc,L
F,24,164,56,Tir à l'arc,L
F,24,162,56,Tir à l'arc,L
F,24,168,57,Tir à l'arc,L
M,24,168,57,Tir à l'arc,L
F,24,167,57,Tir à l'arc,G
F,24,167,57,Tir à l'arc,G
F,24,165,57,Tir à l'arc,L
F,24,165,57,Tir à l'arc,L
F,24,156,57,Tir à l'arc,L
M,24,170,58,Tir à l'arc,L
M,24,170,58,Tir à l'arc,L
M,24,170,58,Tir à l'arc,L
F,24,162,59,Tir à l'arc,L
F,24,162,59,Tir à l'arc,L
F,24,172,60,Tir à l'arc,L
F,24,172,60,Tir à l'arc,L
M,24,171,60,Tir à l'arc,L
F,24,170,60,Tir à l'arc,L
F,24,170,60,Tir à l'arc,L
F,24,168,60,Tir à l'arc,L
F,24,168,60,Tir à l'arc,L
F,24,171,61,Tir à l'arc,L
F,24,171,61,Tir à l'arc,L
F,24,171,62,Tir à l'arc,L
F,24,171,62,Tir à l'arc,L
F,24,168,62,Tir à l'arc,L
F,24,183,63,Tir à l'arc,L
M,24,175,63,Tir à l'arc,L
F,24,168,63,Tir à l'arc,L
F,24,168,63,Tir à l'arc,L
F,24,168,63,Tir à l'arc,L
F,24,168,63,Tir à l'arc,L
F,24,181,64,Tir à l'arc,L
F,24,181,64,Tir à l'arc,L
M,24,170,64,Tir à l'arc,L
M,24,170,64,Tir à l'arc,L
F,24,169,64,Tir à l'arc,G
F,24,169,64,Tir à l'arc,L
F,24,179,65,Tir à l'arc,L
F,24,179,65,Tir à l'arc,G
M,24,176,65,Tir à l'arc,L
M,24,176,65,Tir à l'arc,L
M,24,174,65,Tir à l'arc,L
M,24,171,65,Tir à l'arc,L
M,24,171,65,Tir à l'arc,G
F,24,171,68,Tir à l'arc,L
F,24,169,68,Tir à l'arc,L
F,24,162,69,Tir à l'arc,L
F,24,162,69,Tir à l'arc,L
M,24,178,70,Tir à l'arc,L
M,24,178,70,Tir à l'arc,G
M,24,176,70,Tir à l'arc,L
M,24,176,70,Tir à l'arc,L
F,24,175,70,Tir à l'arc,L
F,24,175,70,Tir à l'arc,L
M,24,175,70,Tir à l'arc,L
M,24,175,70,Tir à l'arc,L
M,24,172,70,Tir à l'arc,L
M,24,172,70,Tir à l'arc,L
M,24,177,71,Tir à l'arc,L
F,24,168,71,Tir à l'arc,L
F,24,168,71,Tir à l'arc,L
M,24,180,72,Tir à l'arc,L
M,24,180,72,Tir à l'arc,L
M,24,172,72,Tir à l'arc,L
M,24,180,73,Tir à l'arc,G
M,24,180,73,Tir à l'arc,G
F,24,172,73,Tir à l'arc,L
F,24,170,73,Tir à l'arc,L
M,24,185,74,Tir à l'arc,G
M,24,185,74,Tir à l'arc,G
M,24,183,74,Tir à l'arc,L
M,24,175,74,Tir à l'arc,L
M,24,193,75,Tir à l'arc,L
M,24,193,75,Tir à l'arc,L
F,24,183,75,Tir à l'arc,L
M,24,182,75,Tir à l'arc,L
M,24,178,75,Tir à l'arc,L
M,24,178,75,Tir à l'arc,L
M,24,178,75,Tir à l'arc,L
M,24,178,75,Tir à l'arc,L
M,24,176,75,Tir à l'arc,L
M,24,171,75,Tir à l'arc,L
M,24,171,75,Tir à l'arc,L
M,24,180,76,Tir à l'arc,L
F,24,169,76,Tir à l'arc,L
F,24,169,76,Tir à l'arc,L
F,24,165,76,Tir à l'arc,L
M,24,181,78,Tir à l'arc,L
M,24,181,78,Tir à l'arc,G
M,24,175,79,Tir à l'arc,L
M,24,195,80,Tir à l'arc,L
M,24,195,80,Tir à l'arc,L
M,24,183,80,Tir à l'arc,L
M,24,180,80,Tir à l'arc,L
M,24,180,80,Tir à l'arc,L
M,24,180,82,Tir à l'arc,L
M,24,167,82,Tir à l'arc,L
M,24,185,83,Tir à l'arc,L
M,24,185,83,Tir à l'arc,L
M,24,184,84,Tir à l'arc,L
M,24,184,85,Tir à l'arc,L
M,24,184,85,Tir à l'arc,G
M,24,178,87,Tir à l'arc,L
M,24,181,88,Tir à l'arc,L
M,24,176,92,Tir à l'arc,L
M,24,176,92,Tir à l'arc,L
M,24,181,93,Tir à l'arc,L
M,24,181,93,Tir à l'arc,L
M,24,180,95,Tir à l'arc,L
M,24,180,95,Tir à l'arc,G
M,24,181,110,Tir à l'arc,L
M,24,181,110,Tir à l'arc,G
F,25,159,51,Tir à l'arc,L
F,25,159,51,Tir à l'arc,L
F,25,165,52,Tir à l'arc,L
F,25,175,53,Tir à l'arc,L
F,25,157,53,Tir à l'arc,L
M,25,163,55,Tir à l'arc,L
F,25,160,55,Tir à l'arc,L
F,25,160,55,Tir à l'arc,L
F,25,165,56,Tir à l'arc,L
F,25,165,56,Tir à l'arc,L
F,25,164,56,Tir à l'arc,L
F,25,163,57,Tir à l'arc,L
F,25,163,57,Tir à l'arc,L
F,25,160,57,Tir à l'arc,L
F,25,175,58,Tir à l'arc,L
F,25,175,58,Tir à l'arc,G
F,25,161,58,Tir à l'arc,L
F,25,161,58,Tir à l'arc,L
F,25,168,59,Tir à l'arc,L
F,25,168,59,Tir à l'arc,L
F,25,161,59,Tir à l'arc,L
M,25,174,60,Tir à l'arc,L
M,25,174,60,Tir à l'arc,G
M,25,167,60,Tir à l'arc,L
M,25,167,60,Tir à l'arc,L
F,25,164,60,Tir à l'arc,L
F,25,164,60,Tir à l'arc,L
F,25,164,60,Tir à l'arc,L
F,25,164,60,Tir à l'arc,L
F,25,173,61,Tir à l'arc,L
M,25,173,62,Tir à l'arc,L
F,25,173,62,Tir à l'arc,L
F,25,173,62,Tir à l'arc,L
M,25,170,62,Tir à l'arc,L
M,25,170,62,Tir à l'arc,L
F,25,170,62,Tir à l'arc,L
F,25,163,62,Tir à l'arc,L
F,25,163,62,Tir à l'arc,L
F,25,170,63,Tir à l'arc,L
F,25,170,63,Tir à l'arc,L
F,25,166,63,Tir à l'arc,L
F,25,166,63,Tir à l'arc,L
F,25,176,64,Tir à l'arc,L
F,25,176,64,Tir à l'arc,L
F,25,171,64,Tir à l'arc,L
F,25,174,65,Tir à l'arc,L
M,25,170,66,Tir à l'arc,L
M,25,170,66,Tir à l'arc,L
M,25,186,67,Tir à l'arc,L
M,25,186,67,Tir à l'arc,L
M,25,169,67,Tir à l'arc,L
M,25,180,70,Tir à l'arc,L
F,25,176,70,Tir à l'arc,L
F,25,176,70,Tir à l'arc,L
F,25,162,70,Tir à l'arc,L
F,25,162,70,Tir à l'arc,L
M,25,172,70.5,Tir à l'arc,L
M,25,172,70.5,Tir à l'arc,G
M,25,170,71,Tir à l'arc,L
M,25,170,71,Tir à l'arc,L
M,25,186,72,Tir à l'arc,L
M,25,186,72,Tir à l'arc,L
M,25,180,72,Tir à l'arc,L
M,25,170,72,Tir à l'arc,L
F,25,170,72,Tir à l'arc,G
F,25,170,72,Tir à l'arc,G
M,25,167,72,Tir à l'arc,L
F,25,167,72,Tir à l'arc,L
M,25,178,74,Tir à l'arc,L
M,25,174,74,Tir à l'arc,L
M,25,185,75,Tir à l'arc,L
M,25,185,75,Tir à l'arc,L
M,25,176,75,Tir à l'arc,L
M,25,176,75,Tir à l'arc,L
M,25,174,75,Tir à l'arc,L
M,25,174,75,Tir à l'arc,L
M,25,184,76,Tir à l'arc,L
M,25,184,76,Tir à l'arc,L
M,25,181,76,Tir à l'arc,L
M,25,181,76,Tir à l'arc,L
M,25,189,77,Tir à l'arc,L
M,25,189,77,Tir à l'arc,L
M,25,189,77,Tir à l'arc,L
M,25,189,77,Tir à l'arc,L
F,25,176,78,Tir à l'arc,L
M,25,186,79,Tir à l'arc,L
M,25,186,79,Tir à l'arc,L
M,25,181,79,Tir à l'arc,L
M,25,181,79,Tir à l'arc,L
M,25,179,80,Tir à l'arc,L
M,25,179,80,Tir à l'arc,L
M,25,179,80,Tir à l'arc,L
M,25,179,80,Tir à l'arc,L
M,25,180,81,Tir à l'arc,L
M,25,180,81,Tir à l'arc,L
M,25,183,82,Tir à l'arc,L
M,25,183,82,Tir à l'arc,L
M,25,190,83,Tir à l'arc,L
M,25,190,83,Tir à l'arc,L
M,25,178,84,Tir à l'arc,L
M,25,178,84,Tir à l'arc,L
M,25,177,84,Tir à l'arc,L
M,25,177,84,Tir à l'arc,L
M,25,168,89,Tir à l'arc,L
M,25,168,89,Tir à l'arc,L
M,25,188,90,Tir à l'arc,L
M,25,188,90,Tir à l'arc,L
M,25,185,90,Tir à l'arc,L
M,25,185,90,Tir à l'arc,L
M,25,183,95,Tir à l'arc,L
M,25,183,95,Tir à l'arc,L
M,25,178,98,Tir à l'arc,L
M,25,178,98,Tir à l'arc,G
M,25,186,102,Tir à l'arc,L
M,25,186,102,Tir à l'arc,G
F,26,152,46,Tir à l'arc,L
F,26,152,46,Tir à l'arc,L
M,26,165,49,Tir à l'arc,L
F,26,153,49,Tir à l'arc,L
M,26,180,50,Tir à l'arc,L
F,26,163,51,Tir à l'arc,L
F,26,159,51,Tir à l'arc,L
F,26,159,51,Tir à l'arc,G
F,26,156,51,Tir à l'arc,L
F,26,168,53,Tir à l'arc,L
F,26,168,53,Tir à l'arc,L
M,26,170,55,Tir à l'arc,L
M,26,170,55,Tir à l'arc,L
F,26,160,55,Tir à l'arc,L
M,26,172,56,Tir à l'arc,L
F,26,170,57,Tir à l'arc,L
F,26,160,57,Tir à l'arc,L
F,26,172,58,Tir à l'arc,L
F,26,167,58,Tir à l'arc,G
F,26,166,59,Tir à l'arc,L
F,26,166,59,Tir à l'arc,L
F,26,165,59,Tir à l'arc,L
F,26,165,59,Tir à l'arc,G
F,26,165,59,Tir à l'arc,L
F,26,165,59,Tir à l'arc,L
F,26,168,60,Tir à l'arc,G
F,26,170,61,Tir à l'arc,L
M,26,176,63,Tir à l'arc,L
F,26,176,63,Tir à l'arc,L
F,26,176,63,Tir à l'arc,G
F,26,172,63,Tir à l'arc,L
M,26,171,63,Tir à l'arc,L
M,26,170,63,Tir à l'arc,L
F,26,167,63,Tir à l'arc,L
F,26,167,63,Tir à l'arc,L
F,26,165,63,Tir à l'arc,L
F,26,165,63,Tir à l'arc,G
F,26,160,63,Tir à l'arc,L
M,26,173,64,Tir à l'arc,G
F,26,170,64,Tir à l'arc,L
F,26,170,64,Tir à l'arc,L
F,26,168,64,Tir à l'arc,L
F,26,168,65,Tir à l'arc,L
F,26,168,65,Tir à l'arc,G
F,26,165,65,Tir à l'arc,L
F,26,165,65,Tir à l'arc,G
M,26,172,66,Tir à l'arc,L
F,26,172,68,Tir à l'arc,L
F,26,165,69,Tir à l'arc,L
F,26,165,69,Tir à l'arc,G
M,26,182,70,Tir à l'arc,G
M,26,182,70,Tir à l'arc,G
M,26,182,70,Tir à l'arc,L
M,26,182,70,Tir à l'arc,L
M,26,176,70,Tir à l'arc,L
M,26,174,70,Tir à l'arc,G
F,26,169,70,Tir à l'arc,L
M,26,175,71,Tir à l'arc,L
M,26,175,71,Tir à l'arc,L
M,26,181,72,Tir à l'arc,L
M,26,181,72,Tir à l'arc,L
F,26,175,72,Tir à l'arc,L
M,26,180,73,Tir à l'arc,L
M,26,180,73,Tir à l'arc,G
M,26,172,73,Tir à l'arc,L
F,26,164,73,Tir à l'arc,L
F,26,164,75,Tir à l'arc,L
F,26,164,75,Tir à l'arc,G
M,26,186,77,Tir à l'arc,L
M,26,186,77,Tir à l'arc,G
M,26,178,77,Tir à l'arc,L
M,26,178,77,Tir à l'arc,L
M,26,178,78,Tir à l'arc,L
M,26,178,78,Tir à l'arc,G
F,26,166,78,Tir à l'arc,L
F,26,166,78,Tir à l'arc,L
F,26,166,78,Tir à l'arc,L
F,26,175,79,Tir à l'arc,L
F,26,175,79,Tir à l'arc,L
M,26,182,80,Tir à l'arc,L
M,26,182,80,Tir à l'arc,L
M,26,173,80,Tir à l'arc,L
M,26,172,80,Tir à l'arc,L
M,26,183,81,Tir à l'arc,L
M,26,183,81,Tir à l'arc,G
M,26,172,81,Tir à l'arc,L
M,26,181,82,Tir à l'arc,L
M,26,181,82,Tir à l'arc,L
M,26,191,83,Tir à l'arc,L
M,26,191,83,Tir à l'arc,L
M,26,182,85,Tir à l'arc,L
M,26,182,85,Tir à l'arc,L
M,26,178,85,Tir à l'arc,L
M,26,178,85,Tir à l'arc,L
M,26,180,87,Tir à l'arc,L
M,26,187,88,Tir à l'arc,L
M,26,180,89,Tir à l'arc,L
M,26,185,90,Tir à l'arc,L
M,26,185,90,Tir à l'arc,L
M,26,175,90,Tir à l'arc,L
M,26,175,90,Tir à l'arc,L
M,26,188,92,Tir à l'arc,L
M,26,188,92,Tir à l'arc,L
M,26,184,92,Tir à l'arc,L
M,26,184,92,Tir à l'arc,L
M,26,184,130,Tir à l'arc,L
M,26,184,130,Tir à l'arc,L
F,27,167,49,Tir à l'arc,L
F,27,167,49,Tir à l'arc,L
F,27,157,50,Tir à l'arc,L
F,27,157,50,Tir à l'arc,L
F,27,168,51,Tir à l'arc,L
F,27,168,51,Tir à l'arc,L
F,27,162,51,Tir à l'arc,L
F,27,162,51,Tir à l'arc,L
F,27,160,51,Tir à l'arc,L
F,27,165,52,Tir à l'arc,L
F,27,167,53,Tir à l'arc,L
F,27,157,53,Tir à l'arc,L
F,27,168,54,Tir à l'arc,L
F,27,168,54,Tir à l'arc,L
F,27,165,54,Tir à l'arc,L
F,27,170,55,Tir à l'arc,L
F,27,170,55,Tir à l'arc,L
F,27,169,56,Tir à l'arc,L
F,27,161,56,Tir à l'arc,L
F,27,161,56,Tir à l'arc,L
F,27,173,58,Tir à l'arc,L
F,27,171,58,Tir à l'arc,L
F,27,171,58,Tir à l'arc,G
F,27,170,59,Tir à l'arc,L
F,27,170,59,Tir à l'arc,L
F,27,168,60,Tir à l'arc,L
F,27,164,60,Tir à l'arc,L
F,27,164,60,Tir à l'arc,L
F,27,171,61,Tir à l'arc,G
F,27,172,62,Tir à l'arc,L
F,27,172,62,Tir à l'arc,L
M,27,172,62,Tir à l'arc,L
M,27,172,62,Tir à l'arc,L
F,27,169,63,Tir à l'arc,G
F,27,169,63,Tir à l'arc,G
M,27,180,64,Tir à l'arc,G
F,27,164,64,Tir à l'arc,L
F,27,164,64,Tir à l'arc,L
F,27,164,64,Tir à l'arc,L
F,27,164,64,Tir à l'arc,L
M,27,184,65,Tir à l'arc,L
M,27,175,65,Tir à l'arc,L
M,27,175,65,Tir à l'arc,L
M,27,173,65,Tir à l'arc,L
M,27,173,65,Tir à l'arc,L
F,27,172,65,Tir à l'arc,L
F,27,172,65,Tir à l'arc,G
F,27,171,65,Tir à l'arc,L
F,27,171,65,Tir à l'arc,G
F,27,164,65,Tir à l'arc,L
F,27,164,65,Tir à l'arc,G
F,27,175,66,Tir à l'arc,L
F,27,175,66,Tir à l'arc,L
F,27,172,66,Tir à l'arc,L
F,27,175,67,Tir à l'arc,L
M,27,174,68,Tir à l'arc,L
M,27,171,68,Tir à l'arc,L
M,27,171,68,Tir à l'arc,L
F,27,170,68,Tir à l'arc,L
F,27,170,68,Tir à l'arc,G
F,27,175,69,Tir à l'arc,L
F,27,175,69,Tir à l'arc,L
F,27,162,69,Tir à l'arc,L
M,27,178,70,Tir à l'arc,L
M,27,178,70,Tir à l'arc,G
M,27,178,70,Tir à l'arc,G
M,27,178,70,Tir à l'arc,L
M,27,170,70,Tir à l'arc,L
M,27,170,70,Tir à l'arc,L
F,27,174,73,Tir à l'arc,L
F,27,174,73,Tir à l'arc,L
F,27,152,74,Tir à l'arc,L
M,27,182,75,Tir à l'arc,L
M,27,182,75,Tir à l'arc,L
F,27,170,75,Tir à l'arc,L
F,27,170,75,Tir à l'arc,L
M,27,188,76,Tir à l'arc,L
M,27,188,76,Tir à l'arc,L
M,27,177,76,Tir à l'arc,L
F,27,169,77,Tir à l'arc,L
F,27,169,77,Tir à l'arc,G
M,27,178,80,Tir à l'arc,L
M,27,178,80,Tir à l'arc,L
M,27,177,80,Tir à l'arc,L
M,27,188,82,Tir à l'arc,L
M,27,188,82,Tir à l'arc,L
M,27,185,82,Tir à l'arc,L
M,27,189,83,Tir à l'arc,L
M,27,189,83,Tir à l'arc,L
M,27,180,83,Tir à l'arc,G
M,27,180,83,Tir à l'arc,L
M,27,188,84,Tir à l'arc,L
M,27,188,84,Tir à l'arc,G
M,27,179,84,Tir à l'arc,L
M,27,179,84,Tir à l'arc,L
M,27,189,86,Tir à l'arc,L
M,27,189,86,Tir à l'arc,L
M,27,181,86,Tir à l'arc,G
M,27,181,86,Tir à l'arc,G
M,27,174,89,Tir à l'arc,G
M,27,174,89,Tir à l'arc,L
F,27,169,90,Tir à l'arc,L
F,27,169,90,Tir à l'arc,L
M,27,178,92,Tir à l'arc,L
M,27,178,92,Tir à l'arc,L
M,27,184,100,Tir à l'arc,L
M,27,184,100,Tir à l'arc,G
F,28,155,50,Tir à l'arc,L
F,28,155,50,Tir à l'arc,G
F,28,152,51,Tir à l'arc,L
F,28,169,52,Tir à l'arc,L
F,28,160,52,Tir à l'arc,L
F,28,164,53,Tir à l'arc,L
F,28,164,53,Tir à l'arc,L
F,28,164,53,Tir à l'arc,L
F,28,160,53,Tir à l'arc,L
F,28,165,55,Tir à l'arc,L
F,28,164,56,Tir à l'arc,L
F,28,164,56,Tir à l'arc,L
F,28,167,57,Tir à l'arc,G
F,28,167,57,Tir à l'arc,G
F,28,165,57,Tir à l'arc,L
F,28,165,57,Tir à l'arc,L
M,28,170,58,Tir à l'arc,L
M,28,170,58,Tir à l'arc,L
M,28,163,58,Tir à l'arc,L
M,28,163,58,Tir à l'arc,L
F,28,164,59,Tir à l'arc,L
M,28,174,60,Tir à l'arc,L
M,28,174,60,Tir à l'arc,L
F,28,168,60,Tir à l'arc,G
F,28,168,60,Tir à l'arc,L
F,28,164,61,Tir à l'arc,L
F,28,183,63,Tir à l'arc,L
F,28,183,63,Tir à l'arc,L
F,28,165,63,Tir à l'arc,L
F,28,163,63,Tir à l'arc,L
F,28,173,64,Tir à l'arc,L
F,28,170,64,Tir à l'arc,L
F,28,170,64,Tir à l'arc,L
F,28,169,64,Tir à l'arc,L
F,28,169,64,Tir à l'arc,L
F,28,169,64,Tir à l'arc,L
F,28,169,64,Tir à l'arc,L
M,28,171,65,Tir à l'arc,L
M,28,171,65,Tir à l'arc,G
F,28,166,66,Tir à l'arc,L
F,28,180,68,Tir à l'arc,G
M,28,172,68,Tir à l'arc,L
M,28,180,69,Tir à l'arc,L
M,28,180,69,Tir à l'arc,L
M,28,179,69,Tir à l'arc,L
M,28,179,69,Tir à l'arc,L
F,28,162,69,Tir à l'arc,L
F,28,162,69,Tir à l'arc,L
M,28,180,72,Tir à l'arc,L
M,28,180,73,Tir à l'arc,L
M,28,180,73,Tir à l'arc,G
M,28,170,73,Tir à l'arc,L
F,28,170,73,Tir à l'arc,L
M,28,185,74,Tir à l'arc,L
M,28,185,74,Tir à l'arc,L
F,28,183,75,Tir à l'arc,L
M,28,178,75,Tir à l'arc,L
M,28,178,75,Tir à l'arc,L
M,28,178,75,Tir à l'arc,L
M,28,185,76,Tir à l'arc,L
M,28,185,76,Tir à l'arc,G
M,28,180,76,Tir à l'arc,L
M,28,171,76,Tir à l'arc,L
F,28,169,76,Tir à l'arc,L
F,28,169,76,Tir à l'arc,L
M,28,181,78,Tir à l'arc,L
M,28,181,78,Tir à l'arc,L
M,28,181,79,Tir à l'arc,L
M,28,180,80,Tir à l'arc,L
M,28,175,80,Tir à l'arc,L
M,28,180,82,Tir à l'arc,L
M,28,178,83,Tir à l'arc,L
M,28,190,84,Tir à l'arc,L
M,28,190,84,Tir à l'arc,L
M,28,184,84,Tir à l'arc,L
M,28,178,87,Tir à l'arc,L
M,28,178,87,Tir à l'arc,L
M,28,181,88,Tir à l'arc,L
M,28,181,88,Tir à l'arc,G
M,28,180,90,Tir à l'arc,L
M,28,180,90,Tir à l'arc,L
M,28,176,92,Tir à l'arc,L
M,28,176,92,Tir à l'arc,L
M,28,188,95,Tir à l'arc,L
M,28,188,95,Tir à l'arc,L
M,28,183,98,Tir à l'arc,L
M,28,188,105,Tir à l'arc,L
M,28,181,110,Tir à l'arc,L
M,28,181,110,Tir à l'arc,L
F,29,158,50,Tir à l'arc,G
F,29,158,50,Tir à l'arc,G
F,29,163,52,Tir à l'arc,L
F,29,158,53,Tir à l'arc,L
F,29,170,54,Tir à l'arc,L
M,29,163,55,Tir à l'arc,L
F,29,164,56,Tir à l'arc,L
F,29,164,56,Tir à l'arc,L
F,29,167,57,Tir à l'arc,L
F,29,163,57,Tir à l'arc,L
F,29,163,57,Tir à l'arc,L
F,29,175,58,Tir à l'arc,L
F,29,175,58,Tir à l'arc,G
F,29,165,58,Tir à l'arc,G
F,29,165,58,Tir à l'arc,G
F,29,168,59,Tir à l'arc,L
F,29,168,59,Tir à l'arc,L
F,29,161,59,Tir à l'arc,L
M,29,175,60,Tir à l'arc,L
F,29,172,60,Tir à l'arc,L
F,29,172,60,Tir à l'arc,L
F,29,164,60,Tir à l'arc,L
F,29,164,60,Tir à l'arc,G
F,29,175,61,Tir à l'arc,L
F,29,170,62,Tir à l'arc,L
F,29,171,63,Tir à l'arc,L
F,29,174,64,Tir à l'arc,L
M,29,186,65,Tir à l'arc,L
M,29,180,66,Tir à l'arc,L
F,29,171,66,Tir à l'arc,L
F,29,171,66,Tir à l'arc,L
M,29,172,68,Tir à l'arc,L
M,29,180,70,Tir à l'arc,L
M,29,176,70,Tir à l'arc,L
M,29,176,70,Tir à l'arc,L
M,29,170,70,Tir à l'arc,L
M,29,166,70,Tir à l'arc,L
M,29,170,71,Tir à l'arc,L
M,29,170,71,Tir à l'arc,L
F,29,169,72,Tir à l'arc,L
F,29,169,72,Tir à l'arc,L
M,29,167,72,Tir à l'arc,L
F,29,171,73,Tir à l'arc,L
F,29,171,73,Tir à l'arc,L
M,29,183,74,Tir à l'arc,L
M,29,185,75,Tir à l'arc,L
M,29,185,75,Tir à l'arc,L
M,29,184,77,Tir à l'arc,L
F,29,173,78,Tir à l'arc,L
M,29,183,80,Tir à l'arc,L
M,29,183,80,Tir à l'arc,L
M,29,180,80,Tir à l'arc,L
M,29,191,81,Tir à l'arc,L
M,29,186,83,Tir à l'arc,L
M,29,177,84,Tir à l'arc,L
M,29,177,84,Tir à l'arc,L
F,29,165,91,Tir à l'arc,L
M,29,178,98,Tir à l'arc,L
M,29,178,98,Tir à l'arc,G
M,29,182,99,Tir à l'arc,L
M,29,182,99,Tir à l'arc,L
M,30,180,50,Tir à l'arc,L
F,30,159,51,Tir à l'arc,L
F,30,159,51,Tir à l'arc,L
F,30,169,55,Tir à l'arc,L
M,30,172,56,Tir à l'arc,L
M,30,170,59,Tir à l'arc,G
F,30,161,59,Tir à l'arc,L
M,30,164,60,Tir à l'arc,L
M,30,164,60,Tir à l'arc,L
M,30,159,60,Tir à l'arc,L
F,30,170,61,Tir à l'arc,L
M,30,172,62,Tir à l'arc,L
F,30,168,62,Tir à l'arc,L
F,30,168,62,Tir à l'arc,L
F,30,175,63,Tir à l'arc,L
F,30,175,63,Tir à l'arc,L
F,30,172,63,Tir à l'arc,L
F,30,172,63,Tir à l'arc,L
M,30,170,63,Tir à l'arc,L
F,30,165,63,Tir à l'arc,L
F,30,165,63,Tir à l'arc,L
F,30,160,63,Tir à l'arc,L
F,30,160,63,Tir à l'arc,L
M,30,173,64,Tir à l'arc,L
F,30,172,64,Tir à l'arc,L
F,30,168,64,Tir à l'arc,L
F,30,168,64,Tir à l'arc,L
M,30,164,65,Tir à l'arc,L
M,30,164,65,Tir à l'arc,L
F,30,160,65,Tir à l'arc,L
M,30,182,70,Tir à l'arc,L
M,30,182,70,Tir à l'arc,L
M,30,174,70,Tir à l'arc,L
M,30,167,70,Tir à l'arc,L
M,30,175,71,Tir à l'arc,G
M,30,175,71,Tir à l'arc,L
M,30,187,72,Tir à l'arc,L
M,30,187,72,Tir à l'arc,L
M,30,178,72,Tir à l'arc,L
M,30,176,72,Tir à l'arc,L
M,30,174,72,Tir à l'arc,L
M,30,173,73,Tir à l'arc,L
F,30,162,75,Tir à l'arc,G
M,30,178,77,Tir à l'arc,L
M,30,178,77,Tir à l'arc,G
M,30,185,78,Tir à l'arc,G
M,30,185,78,Tir à l'arc,L
F,30,166,78,Tir à l'arc,L
F,30,175,79,Tir à l'arc,L
M,30,172,80,Tir à l'arc,L
M,30,183,81,Tir à l'arc,L
M,30,183,81,Tir à l'arc,L
M,30,172,81,Tir à l'arc,L
M,30,179,84,Tir à l'arc,L
M,30,179,84,Tir à l'arc,L
M,30,179,86,Tir à l'arc,L
M,30,191,95,Tir à l'arc,L
M,30,182,100,Tir à l'arc,G
M,30,182,100,Tir à l'arc,G
F,31,168,51,Tir à l'arc,L
F,31,168,51,Tir à l'arc,L
F,31,156,52,Tir à l'arc,L
F,31,156,52,Tir à l'arc,L
F,31,162,53,Tir à l'arc,L
F,31,170,55,Tir à l'arc,L
F,31,170,55,Tir à l'arc,L
F,31,170,59,Tir à l'arc,L
F,31,170,59,Tir à l'arc,L
F,31,176,60,Tir à l'arc,L
F,31,164,60,Tir à l'arc,L
F,31,164,60,Tir à l'arc,L
F,31,171,61,Tir à l'arc,L
M,31,180,64,Tir à l'arc,L
M,31,180,64,Tir à l'arc,G
F,31,168,64,Tir à l'arc,L
F,31,168,64,Tir à l'arc,L
F,31,167,65,Tir à l'arc,L
F,31,167,65,Tir à l'arc,L
F,31,163,65,Tir à l'arc,L
