Sex,Age,Height,Weight,Sport,Medal
M,23,181,82,Tir,L
M,23,177,82,Tir,L
M,23,186,83,Tir,L
M,23,186,83,Tir,G
M,23,185,83,Tir,L
M,23,183,83,Tir,G
M,23,180,83,Tir,L
M,23,180,83,Tir,L
M,23,180,83,Tir,L
M,23,180,83,Tir,L
M,23,176,83,Tir,L
F,23,175,83,Tir,L
F,23,175,83,Tir,L
M,23,183,84,Tir,L
M,23,183,84,Tir,L
M,23,176,84,Tir,L
M,23,175,84,Tir,L
M,23,175,84,Tir,L
M,23,175,84,Tir,G
M,23,172,84,Tir,L
M,23,182,85,Tir,L
M,23,174,85,Tir,G
M,23,184,87,Tir,L
M,23,184,87,Tir,L
M,23,176,88,Tir,L
M,23,175,90,Tir,L
M,23,172,90,Tir,L
M,23,183,91,Tir,L
M,23,183,91,Tir,L
M,23,175,92,Tir,G
M,23,180,93,Tir,L
M,23,169,94,Tir,L
M,23,195,95,Tir,L
M,23,183,95,Tir,L
M,23,176,95,Tir,L
M,23,186,97,Tir,L
M,23,186,97,Tir,L
M,23,183,102.5,Tir,L
M,23,190,103,Tir,L
M,23,190,103,Tir,L
M,23,178,110,Tir,L
F,24,160,46,Tir,L
F,24,160,46,Tir,L
F,24,152,48,Tir,L
M,24,169,50,Tir,L
F,24,162,50,Tir,L
F,24,158,50,Tir,G
M,24,165,51,Tir,L
M,24,164,51,Tir,L
M,24,164,51,Tir,L
F,24,160,51,Tir,L
F,24,160,51,Tir,L
F,24,172,52,Tir,L
F,24,172,52,Tir,L
F,24,169,52,Tir,L
F,24,168,52,Tir,L
F,24,168,52,Tir,L
F,24,168,52,Tir,L
F,24,163,52,Tir,L
F,24,165,53,Tir,G
F,24,165,53,Tir,G
F,24,165,53,Tir,L
F,24,163,53,Tir,L
F,24,158,53,Tir,G
F,24,163,54,Tir,L
F,24,158,54,Tir,L
F,24,158,54,Tir,L
F,24,155,54,Tir,L
F,24,171,55,Tir,L
F,24,168,55,Tir,L
F,24,157,55,Tir,L
F,24,157,55,Tir,L
F,24,156,55,Tir,L
F,24,170,56,Tir,G
F,24,169,57,Tir,L
F,24,169,57,Tir,L
F,24,169,57,Tir,L
F,24,165,57,Tir,L
F,24,165,57,Tir,L
F,24,165,57,Tir,L
F,24,165,57,Tir,L
F,24,165,57,Tir,L
F,24,163,57,Tir,G
F,24,162,57,Tir,L
F,24,162,57,Tir,L
F,24,170,59,Tir,L
F,24,170,59,Tir,L
F,24,168,59,Tir,L
F,24,165,59,Tir,L
F,24,165,59,Tir,L
F,24,165,59,Tir,L
F,24,149,59,Tir,L
F,24,149,59,Tir,L
F,24,175,60,Tir,L
F,24,175,60,Tir,L
M,24,173,60,Tir,L
M,24,172,60,Tir,L
F,24,170,60,Tir,L
F,24,170,60,Tir,G
F,24,168,60,Tir,G
F,24,161,60,Tir,L
M,24,178,61,Tir,L
M,24,170,61,Tir,L
M,24,170,61,Tir,L
M,24,168,61,Tir,L
F,24,168,61,Tir,L
F,24,168,61,Tir,L
F,24,164,61,Tir,L
F,24,159,61,Tir,L
F,24,159,61,Tir,L
M,24,175,62,Tir,L
M,24,175,62,Tir,L
M,24,171,62,Tir,L
M,24,164,62,Tir,L
M,24,172,63,Tir,L
F,24,163,63,Tir,G
F,24,163,63,Tir,L
F,24,159,63,Tir,L
F,24,159,63,Tir,L
M,24,178,64,Tir,L
M,24,176,64,Tir,L
M,24,170,64,Tir,G
M,24,170,64,Tir,L
F,24,163,64,Tir,L
F,24,163,64,Tir,L
F,24,160,64,Tir,L
M,24,180,65,Tir,L
M,24,180,65,Tir,L
M,24,176,65,Tir,L
M,24,176,65,Tir,L
F,24,176,65,Tir,L
M,24,175,65,Tir,L
M,24,169,65,Tir,L
M,24,167,65,Tir,L
F,24,166,65,Tir,G
M,24,165,65,Tir,L
F,24,165,65,Tir,G
M,24,165,65,Tir,L
M,24,162,65,Tir,L
F,24,158,65,Tir,L
F,24,158,65,Tir,L
M,24,177,66,Tir,L
M,24,177,66,Tir,L
M,24,172,66,Tir,L
M,24,170,66,Tir,L
F,24,162,66,Tir,L
F,24,162,66,Tir,L
M,24,180,67,Tir,L
F,24,180,67,Tir,L
M,24,178,67,Tir,L
M,24,171,67,Tir,L
M,24,171,67,Tir,L
M,24,167,67,Tir,L
M,24,184,68,Tir,G
M,24,182,68,Tir,L
M,24,176,68,Tir,L
M,24,176,68,Tir,L
M,24,176,68,Tir,G
M,24,173,68,Tir,L
F,24,172,68,Tir,L
F,24,170,68,Tir,L
M,24,169,68,Tir,L
M,24,165,68,Tir,L
M,24,162,68,Tir,L
M,24,178,69,Tir,G
M,24,178,69,Tir,L
M,24,178,69,Tir,L
M,24,178,69,Tir,L
M,24,170,69,Tir,L
M,24,170,69,Tir,L
M,24,170,69,Tir,L
M,24,169,69,Tir,G
M,24,169,69,Tir,L
F,24,167,69,Tir,L
M,24,175,70,Tir,L
M,24,175,70,Tir,L
M,24,175,70,Tir,L
M,24,175,70,Tir,L
M,24,170,70,Tir,L
M,24,168,70,Tir,L
M,24,168,70,Tir,L
F,24,164,70,Tir,L
M,24,176,71,Tir,G
F,24,160,71,Tir,L
M,24,180,72,Tir,L
M,24,174,72,Tir,L
M,24,174,72,Tir,L
M,24,182,73,Tir,G
M,24,180,73,Tir,L
M,24,180,73,Tir,L
M,24,180,73,Tir,L
F,24,176,73,Tir,L
M,24,176,73,Tir,L
M,24,176,73,Tir,L
M,24,175,73,Tir,L
M,24,173,73,Tir,L
M,24,173,73,Tir,G
M,24,172,73,Tir,L
M,24,172,73,Tir,L
M,24,172,73,Tir,L
M,24,171,73,Tir,L
M,24,171,73,Tir,L
M,24,171,73,Tir,L
F,24,169,73,Tir,L
M,24,179,74,Tir,L
M,24,179,74,Tir,L
M,24,174,74,Tir,L
M,24,174,74,Tir,L
M,24,183,75,Tir,L
M,24,182,75,Tir,L
M,24,182,75,Tir,L
M,24,182,75,Tir,L
M,24,182,75,Tir,L
M,24,180,75,Tir,L
M,24,175,75,Tir,G
M,24,174,75,Tir,G
M,24,172,75,Tir,L
M,24,170,75,Tir,L
M,24,170,75,Tir,L
M,24,170,75,Tir,L
M,24,170,75,Tir,L
M,24,169,75,Tir,L
M,24,169,75,Tir,L
F,24,167,75,Tir,L
F,24,167,75,Tir,L
M,24,165,75,Tir,L
F,24,177,76,Tir,L
F,24,177,76,Tir,G
M,24,177,76,Tir,L
M,24,176,76,Tir,L
M,24,170,76,Tir,L
M,24,170,76,Tir,L
M,24,162,76,Tir,L
M,24,162,76,Tir,L
M,24,184,77,Tir,L
M,24,178,77,Tir,G
M,24,172,77,Tir,L
M,24,171,77,Tir,L
M,24,171,77,Tir,L
F,24,157,77,Tir,L
F,24,157,77,Tir,L
M,24,181,78,Tir,G
M,24,177,78,Tir,L
M,24,175,78,Tir,L
M,24,175,78,Tir,G
M,24,172,78,Tir,L
M,24,172,78,Tir,L
M,24,181,79,Tir,L
M,24,180,79,Tir,L
M,24,180,79,Tir,L
M,24,180,79,Tir,L
M,24,179,79,Tir,L
M,24,176,79,Tir,L
M,24,176,79,Tir,L
M,24,175,79,Tir,L
M,24,192,80,Tir,L
M,24,192,80,Tir,L
M,24,184,80,Tir,L
M,24,184,80,Tir,L
M,24,184,80,Tir,L
M,24,178,80,Tir,L
M,24,177,80,Tir,G
M,24,177,80,Tir,G
M,24,177,80,Tir,L
M,24,170,80,Tir,L
M,24,170,80,Tir,G
F,24,169,80,Tir,L
M,24,190,81,Tir,L
M,24,190,81,Tir,L
M,24,174,81.5,Tir,L
M,24,186,82,Tir,L
M,24,186,82,Tir,L
M,24,186,82,Tir,L
M,24,184,82,Tir,L
M,24,181,82,Tir,L
M,24,180,82,Tir,L
M,24,180,82,Tir,L
M,24,176,82,Tir,L
M,24,180,83,Tir,L
M,24,173,83,Tir,L
M,24,171,83,Tir,L
M,24,178,84,Tir,G
M,24,178,84,Tir,L
M,24,173,84,Tir,G
M,24,192,85,Tir,L
M,24,185,85,Tir,L
M,24,183,85,Tir,L
M,24,183,85,Tir,L
M,24,180,85,Tir,L
F,24,166,85,Tir,L
M,24,186,86,Tir,L
M,24,186,86,Tir,L
M,24,179,86,Tir,L
M,24,178,86,Tir,L
M,24,172,86,Tir,L
M,24,190,87,Tir,L
M,24,190,87,Tir,L
M,24,184,87,Tir,L
M,24,184,87,Tir,L
M,24,184,87,Tir,L
M,24,170,87,Tir,L
M,24,179,88,Tir,G
F,24,164,89,Tir,L
F,24,164,89,Tir,L
M,24,190,90,Tir,L
M,24,182,90,Tir,G
M,24,175,90,Tir,L
M,24,175,90,Tir,L
M,24,171,90,Tir,L
M,24,187,92,Tir,L
M,24,187,92,Tir,L
M,24,185,93,Tir,L
M,24,186,95,Tir,L
M,24,175,95,Tir,L
M,24,185,98,Tir,L
M,24,180,100,Tir,L
M,24,180,100,Tir,L
M,24,180,100,Tir,L
M,24,173,100,Tir,L
M,24,184,102,Tir,L
M,24,185,105,Tir,L
M,24,189,108,Tir,L
F,25,151,45,Tir,L
F,25,151,45,Tir,L
F,25,155,47,Tir,L
F,25,155,47,Tir,L
F,25,158,49,Tir,L
F,25,158,49,Tir,L
F,25,164,50,Tir,L
F,25,164,50,Tir,G
F,25,162,50,Tir,L
F,25,158,50,Tir,L
F,25,151,50,Tir,L
F,25,151,50,Tir,L
M,25,168,51,Tir,L
F,25,172,52,Tir,L
F,25,172,52,Tir,L
F,25,162,53,Tir,L
F,25,162,53,Tir,L
F,25,156,53,Tir,G
F,25,156,53,Tir,L
F,25,165,54,Tir,L
F,25,168,55,Tir,L
F,25,167,55,Tir,L
F,25,167,55,Tir,L
F,25,165,55,Tir,L
F,25,165,55,Tir,L
F,25,165,55,Tir,L
F,25,165,55,Tir,G
F,25,162,55,Tir,L
F,25,162,55,Tir,G
F,25,161,55,Tir,L
F,25,161,55,Tir,L
F,25,168,56,Tir,L
F,25,164,56,Tir,L
F,25,164,56,Tir,L
F,25,168,57,Tir,L
F,25,168,57,Tir,L
M,25,167,57,Tir,L
F,25,167,57,Tir,L
M,25,167,57,Tir,L
F,25,163,57,Tir,L
F,25,163,57,Tir,L
M,25,162,57,Tir,L
M,25,162,57,Tir,L
M,25,162,57,Tir,L
M,25,172,58,Tir,L
M,25,172,58,Tir,L
F,25,172,58,Tir,L
F,25,172,58,Tir,L
F,25,170,58,Tir,L
F,25,170,58,Tir,L
F,25,168,58,Tir,L
F,25,168,58,Tir,L
M,25,167,58,Tir,L
F,25,169,59,Tir,L
F,25,169,59,Tir,L
F,25,164,59,Tir,L
F,25,164,59,Tir,L
M,25,175,60,Tir,L
F,25,171,60,Tir,L
F,25,171,60,Tir,G
M,25,170,60,Tir,L
F,25,170,60,Tir,L
F,25,170,60,Tir,L
M,25,167,60,Tir,L
F,25,167,60,Tir,L
M,25,167,60,Tir,L
F,25,165,60,Tir,L
F,25,164,60,Tir,L
F,25,164,60,Tir,L
M,25,164,60,Tir,L
M,25,164,60,Tir,L
M,25,160,60,Tir,L
M,25,160,60,Tir,L
F,25,160,60,Tir,L
F,25,160,60,Tir,L
F,25,165,61,Tir,L
F,25,165,61,Tir,L
F,25,158,61,Tir,L
F,25,158,61,Tir,L
F,25,173,62,Tir,L
F,25,173,62,Tir,L
M,25,172,62,Tir,L
F,25,166,62,Tir,L
M,25,173,63,Tir,L
M,25,173,63,Tir,L
M,25,173,63,Tir,L
M,25,172,63,Tir,L
M,25,169,63,Tir,L
M,25,169,63,Tir,L
F,25,168,63,Tir,L
M,25,168,63,Tir,G
M,25,168,63,Tir,L
M,25,168,63,Tir,L
M,25,166,63,Tir,G
F,25,164,63,Tir,L
M,25,162,63,Tir,L
M,25,175,64,Tir,L
F,25,170,64,Tir,L
F,25,170,64,Tir,L
M,25,178,65,Tir,L
M,25,178,65,Tir,G
M,25,172,65,Tir,G
M,25,172,65,Tir,L
M,25,172,65,Tir,G
M,25,170,65,Tir,L
M,25,169,65,Tir,L
M,25,169,65,Tir,L
M,25,165,65,Tir,L
F,25,165,65,Tir,L
F,25,165,65,Tir,L
F,25,165,65,Tir,L
F,25,163,65,Tir,L
F,25,163,65,Tir,L
F,25,178,66,Tir,G
M,25,177,66,Tir,L
M,25,175,66,Tir,L
M,25,175,66,Tir,L
M,25,175,66,Tir,L
M,25,175,66,Tir,L
M,25,175,66,Tir,L
M,25,173,66,Tir,L
M,25,180,67,Tir,L
M,25,180,67,Tir,L
M,25,176,67,Tir,L
M,25,172,67,Tir,L
F,25,163,67,Tir,L
F,25,160,67,Tir,L
M,25,183,68,Tir,L
M,25,179,68,Tir,L
M,25,178,68,Tir,G
M,25,178,68,Tir,L
M,25,177,68,Tir,L
M,25,177,68,Tir,L
M,25,174,68,Tir,G
M,25,174,68,Tir,L
M,25,174,68,Tir,L
M,25,172,68,Tir,L
M,25,172,68,Tir,L
M,25,170,68,Tir,L
M,25,170,68,Tir,L
M,25,170,68,Tir,L
M,25,170,68,Tir,L
M,25,170,68,Tir,L
M,25,168,68,Tir,L
M,25,161,68,Tir,G
M,25,184,69,Tir,L
M,25,179,69,Tir,L
M,25,179,69,Tir,L
M,25,179,69,Tir,L
M,25,175,69,Tir,L
F,25,170,69,Tir,L
M,25,185,70,Tir,L
M,25,184,70,Tir,L
M,25,183,70,Tir,G
M,25,182,70,Tir,L
M,25,180,70,Tir,L
M,25,177,70,Tir,L
M,25,173,70,Tir,G
F,25,173,70,Tir,L
M,25,172,70,Tir,L
F,25,168,70,Tir,L
F,25,168,70,Tir,L
F,25,162,70,Tir,G
M,25,182,72,Tir,L
M,25,182,72,Tir,L
M,25,179,72,Tir,L
M,25,179,72,Tir,L
M,25,178,72,Tir,L
M,25,178,72,Tir,L
M,25,177,72,Tir,L
M,25,176,72,Tir,L
M,25,174,72,Tir,L
M,25,173,72,Tir,L
M,25,173,72,Tir,L
M,25,173,72,Tir,L
M,25,169,72,Tir,L
F,25,162,72,Tir,L
F,25,162,72,Tir,L
M,25,183,73,Tir,L
M,25,180,73,Tir,G
F,25,176,73,Tir,L
M,25,175,73,Tir,L
M,25,175,73,Tir,L
M,25,175,73,Tir,G
M,25,173,73,Tir,L
M,25,173,73,Tir,L
M,25,173,73,Tir,L
M,25,170,73,Tir,L
M,25,170,73,Tir,L
M,25,185,74,Tir,L
M,25,180,74,Tir,L
M,25,176,74,Tir,L
M,25,174,74,Tir,L
M,25,174,74,Tir,L
M,25,174,74,Tir,L
M,25,198,75,Tir,L
M,25,186,75,Tir,L
M,25,183,75,Tir,G
M,25,182,75,Tir,L
M,25,182,75,Tir,L
M,25,182,75,Tir,L
M,25,177,75,Tir,L
M,25,177,75,Tir,L
M,25,176,75,Tir,L
M,25,176,75,Tir,L
M,25,176,75,Tir,G
M,25,175,75,Tir,L
M,25,173,75,Tir,L
F,25,170,75,Tir,L
F,25,170,75,Tir,L
M,25,170,75,Tir,L
F,25,163,75,Tir,L
M,25,180,76,Tir,L
M,25,180,76,Tir,L
M,25,172,76,Tir,L
M,25,183,77,Tir,G
M,25,178,77,Tir,L
M,25,178,77,Tir,L
M,25,178,77,Tir,L
M,25,178,77,Tir,L
M,25,172,77,Tir,L
M,25,183,78,Tir,L
M,25,183,78,Tir,L
M,25,183,78,Tir,L
M,25,182,78,Tir,L
M,25,182,78,Tir,L
M,25,182,78,Tir,G
M,25,177,78,Tir,L
M,25,176,78,Tir,L
M,25,176,78,Tir,L
M,25,176,78,Tir,L
M,25,178,79,Tir,L
M,25,178,79,Tir,L
F,25,163,79,Tir,L
F,25,163,79,Tir,L
M,25,190,80,Tir,L
M,25,185,80,Tir,L
M,25,182,80,Tir,L
M,25,181,80,Tir,L
M,25,180,80,Tir,L
M,25,179,80,Tir,L
F,25,178,80,Tir,L
M,25,175,80,Tir,L
M,25,175,80,Tir,L
M,25,175,80,Tir,G
M,25,175,80,Tir,L
F,25,175,80,Tir,L
F,25,175,80,Tir,L
M,25,174,80,Tir,L
M,25,173,80,Tir,L
M,25,167,80,Tir,L
M,25,174,81,Tir,L
M,25,192,82,Tir,L
M,25,183,82,Tir,L
M,25,181,82,Tir,L
M,25,178,82,Tir,L
M,25,178,82,Tir,L
M,25,177,82,Tir,L
M,25,176,82,Tir,L
M,25,170,82,Tir,L
F,25,163,82,Tir,G
F,25,163,82,Tir,L
M,25,188,83,Tir,L
M,25,184,83,Tir,L
M,25,181,83,Tir,L
M,25,181,83,Tir,L
M,25,176,83,Tir,L
M,25,176,83,Tir,L
M,25,176,83,Tir,L
M,25,177,84,Tir,G
M,25,177,84,Tir,L
M,25,174,84,Tir,G
M,25,200,85,Tir,L
M,25,199,85,Tir,L
M,25,199,85,Tir,L
M,25,182,85,Tir,L
M,25,189,86,Tir,L
M,25,183,86,Tir,L
M,25,180,86,Tir,L
M,25,176,86,Tir,L
M,25,173,86,Tir,L
M,25,172,86,Tir,L
M,25,172,86,Tir,L
M,25,182,87,Tir,G
M,25,180,87,Tir,L
M,25,180,87,Tir,L
M,25,180,87,Tir,L
M,25,177,87,Tir,L
M,25,172,87,Tir,L
M,25,170,87,Tir,L
M,25,170,88,Tir,G
M,25,170,88,Tir,L
M,25,186,89,Tir,L
M,25,183,89,Tir,L
M,25,183,89,Tir,L
M,25,183,89,Tir,L
M,25,198,90,Tir,G
M,25,185,90,Tir,L
M,25,182,90,Tir,G
M,25,182,90,Tir,L
M,25,180,90,Tir,L
M,25,179,90,Tir,G
F,25,168,90,Tir,L
F,25,168,90,Tir,L
M,25,193,91,Tir,L
M,25,174,91,Tir,L
M,25,177,92,Tir,L
M,25,190,93,Tir,L
M,25,187,93,Tir,L
M,25,187,93,Tir,L
M,25,187,93,Tir,L
M,25,186,93,Tir,L
M,25,183,93,Tir,L
M,25,183,93,Tir,L
M,25,182,93,Tir,L
M,25,182,93,Tir,L
M,25,178,93,Tir,L
M,25,171,94,Tir,L
M,25,194,95,Tir,L
M,25,194,95,Tir,L
M,25,194,95,Tir,L
M,25,178,95,Tir,L
M,25,173,95,Tir,L
M,25,173,95,Tir,L
F,25,172,95,Tir,L
M,25,175,96,Tir,L
M,25,180,97,Tir,L
M,25,180,97,Tir,G
M,25,170,97,Tir,L
M,25,188,99,Tir,L
M,25,186,100,Tir,L
M,25,183,100,Tir,L
M,25,186,105,Tir,L
M,25,184,106,Tir,L
M,25,183,110,Tir,L
M,25,175,114,Tir,L
M,25,180,115,Tir,L
M,25,180,115,Tir,L
M,25,180,115,Tir,L
M,25,180,115,Tir,L
M,25,176,120,Tir,L
M,25,190,140,Tir,L
F,26,153,43,Tir,L
F,26,160,45,Tir,L
F,26,163,47,Tir,G
F,26,158,47,Tir,L
F,26,158,47,Tir,L
F,26,161,48,Tir,L
F,26,161,48,Tir,L
F,26,155,48,Tir,L
F,26,156,49,Tir,L
F,26,156,49,Tir,L
M,26,170,50,Tir,L
F,26,168,50,Tir,L
F,26,165,50,Tir,L
F,26,165,50,Tir,L
F,26,161,50,Tir,L
F,26,155,50,Tir,L
F,26,153,50,Tir,G
F,26,153,50,Tir,G
F,26,164,51,Tir,L
F,26,163,51,Tir,L
F,26,161,51,Tir,L
F,26,161,51,Tir,L
F,26,158,51,Tir,L
F,26,158,51,Tir,G
F,26,158,51,Tir,L
F,26,158,51,Tir,L
F,26,162,52,Tir,L
F,26,166,53,Tir,L
F,26,166,53,Tir,L
F,26,167,54,Tir,L
F,26,167,54,Tir,L
M,26,164,54,Tir,L
F,26,160,54,Tir,L
F,26,154,54,Tir,L
M,26,180,55,Tir,L
M,26,172,55,Tir,L
F,26,170,55,Tir,L
F,26,170,55,Tir,G
F,26,168,55,Tir,L
F,26,167,55,Tir,L
F,26,167,55,Tir,L
F,26,160,55,Tir,L
F,26,165,56,Tir,L
F,26,165,56,Tir,L
F,26,157,56,Tir,G
F,26,165,57,Tir,L
F,26,165,57,Tir,L
F,26,162,57,Tir,L
F,26,162,57,Tir,L
M,26,183,58,Tir,L
M,26,178,58,Tir,L
M,26,177,58,Tir,L
M,26,177,58,Tir,L
F,26,173,58,Tir,L
F,26,165,58,Tir,L
F,26,158,58,Tir,L
F,26,170,59,Tir,L
F,26,170,59,Tir,L
M,26,167,59,Tir,L
M,26,166,59,Tir,L
F,26,160,59,Tir,L
F,26,154,59,Tir,L
F,26,154,59,Tir,L
M,26,179,60,Tir,L
M,26,175,60,Tir,L
M,26,175,60,Tir,L
M,26,174,60,Tir,L
F,26,173,60,Tir,L
F,26,173,60,Tir,L
F,26,170,60,Tir,L
F,26,168,60,Tir,L
F,26,168,60,Tir,L
F,26,167,60,Tir,L
F,26,162,60,Tir,L
F,26,162,60,Tir,L
F,26,162,60,Tir,L
F,26,160,60,Tir,G
F,26,160,60,Tir,G
F,26,152,60,Tir,L
F,26,152,60,Tir,L
F,26,169,61,Tir,L
F,26,165,61,Tir,L
M,26,174,62,Tir,L
F,26,166,62,Tir,L
M,26,165,62,Tir,L
F,26,163,62,Tir,L
F,26,161,62,Tir,L
F,26,155,62,Tir,L
M,26,170,63,Tir,L
M,26,170,63,Tir,L
M,26,170,63,Tir,L
M,26,170,63,Tir,L
F,26,168,63,Tir,L
F,26,168,63,Tir,L
M,26,167,63,Tir,L
F,26,166,63,Tir,L
F,26,166,63,Tir,L
F,26,165,63,Tir,L
F,26,165,63,Tir,L
M,26,161,63,Tir,L
F,26,179,64,Tir,L
M,26,178,64,Tir,L
M,26,170,64,Tir,L
M,26,170,64,Tir,L
M,26,169,64,Tir,L
M,26,169,64,Tir,L
M,26,169,64,Tir,L
M,26,165,64,Tir,L
M,26,178,65,Tir,G
M,26,178,65,Tir,L
M,26,178,65,Tir,L
M,26,175,65,Tir,L
M,26,172,65,Tir,L
M,26,171,65,Tir,L
M,26,171,65,Tir,L
M,26,170,65,Tir,L
M,26,170,65,Tir,L
F,26,162,65,Tir,L
F,26,162,65,Tir,L
F,26,161,65,Tir,L
F,26,161,65,Tir,L
M,26,174,66,Tir,L
M,26,173,66,Tir,L
M,26,173,66,Tir,L
M,26,173,66,Tir,L
M,26,173,66,Tir,L
M,26,173,66,Tir,L
M,26,180,67,Tir,L
M,26,173,67,Tir,G
M,26,173,67,Tir,L
M,26,173,67,Tir,L
M,26,172,67,Tir,L
M,26,172,67,Tir,L
M,26,172,67,Tir,L
M,26,170,67,Tir,L
M,26,169,67,Tir,L
F,26,164,67,Tir,L
M,26,180,68,Tir,L
M,26,176,68,Tir,L
M,26,176,68,Tir,G
M,26,174,68,Tir,L
M,26,174,68,Tir,L
M,26,174,68,Tir,G
M,26,174,68,Tir,L
M,26,172,68,Tir,L
M,26,170,68,Tir,L
M,26,170,68,Tir,G
M,26,178,69,Tir,L
M,26,178,69,Tir,L
M,26,173,69,Tir,L
M,26,185,70,Tir,L
M,26,182,70,Tir,L
M,26,180,70,Tir,L
M,26,180,70,Tir,L
M,26,180,70,Tir,L
M,26,178,70,Tir,L
M,26,177,70,Tir,L
M,26,175,70,Tir,L
F,26,175,70,Tir,G
F,26,175,70,Tir,L
M,26,174,70,Tir,L
M,26,172,70,Tir,L
M,26,172,70,Tir,L
M,26,170,70,Tir,L
M,26,170,70,Tir,G
M,26,170,70,Tir,L
M,26,169,70,Tir,L
M,26,169,70,Tir,L
F,26,168,70,Tir,L
F,26,168,70,Tir,L
F,26,168,70,Tir,L
F,26,168,70,Tir,L
M,26,160,70,Tir,L
M,26,160,70,Tir,L
M,26,180,71,Tir,L
M,26,180,71,Tir,L
M,26,180,71,Tir,L
M,26,177,71,Tir,L
M,26,177,71,Tir,L
M,26,175,71,Tir,L
M,26,175,71,Tir,L
M,26,173,71,Tir,G
M,26,165,71,Tir,L
M,26,177,72,Tir,L
M,26,176,72,Tir,L
M,26,176,72,Tir,L
F,26,176,72,Tir,L
F,26,176,72,Tir,L
M,26,175,72,Tir,L
M,26,174,72,Tir,L
M,26,174,72,Tir,L
M,26,173,72,Tir,L
F,26,171,72,Tir,G
M,26,170,72,Tir,L
M,26,188,73,Tir,L
M,26,178,73,Tir,L
M,26,178,73,Tir,L
F,26,178,73,Tir,L
M,26,178,73,Tir,L
M,26,176,73,Tir,L
M,26,176,73,Tir,G
M,26,176,73,Tir,L
M,26,175,73,Tir,L
M,26,175,73,Tir,L
M,26,175,73,Tir,L
M,26,168,73,Tir,L
M,26,168,73,Tir,G
M,26,168,73,Tir,L
M,26,167,73,Tir,G
M,26,179,74,Tir,L
M,26,179,74,Tir,L
M,26,178,74,Tir,L
M,26,178,74,Tir,L
M,26,176,74,Tir,L
M,26,175,74,Tir,L
M,26,175,74,Tir,L
M,26,178,74.5,Tir,L
M,26,180,75,Tir,L
M,26,180,75,Tir,L
M,26,180,75,Tir,L
M,26,178,75,Tir,L
M,26,178,75,Tir,L
M,26,178,75,Tir,L
M,26,178,75,Tir,L
M,26,177,75,Tir,L
M,26,177,75,Tir,L
M,26,175,75,Tir,L
M,26,171,75,Tir,G
F,26,170,75,Tir,G
F,26,170,75,Tir,L
F,26,160,75,Tir,L
M,26,182,76,Tir,L
M,26,175,76,Tir,L
M,26,175,76,Tir,L
M,26,175,76,Tir,L
M,26,175,76,Tir,L
M,26,172,76,Tir,L
M,26,169,76,Tir,L
M,26,181,77,Tir,L
M,26,181,77,Tir,L
M,26,178,77,Tir,L
M,26,178,77,Tir,L
M,26,178,77,Tir,L
M,26,180,78,Tir,L
M,26,180,78,Tir,G
M,26,178,78,Tir,L
M,26,178,78,Tir,G
M,26,177,78,Tir,L
M,26,177,78,Tir,L
M,26,176,78,Tir,L
M,26,175,78,Tir,L
M,26,175,78,Tir,L
M,26,175,78,Tir,L
M,26,188,79,Tir,L
M,26,179,79,Tir,L
M,26,179,79,Tir,G
M,26,177,79,Tir,L
M,26,177,79,Tir,G
M,26,173,79,Tir,L
M,26,187,80,Tir,L
M,26,184,80,Tir,G
M,26,184,80,Tir,G
M,26,184,80,Tir,L
M,26,184,80,Tir,L
M,26,184,80,Tir,L
M,26,182,80,Tir,L
M,26,181,80,Tir,L
M,26,180,80,Tir,L
M,26,174,80,Tir,L
M,26,173,80,Tir,L
M,26,173,80,Tir,L
M,26,172,80,Tir,L
M,26,172,80,Tir,L
F,26,172,80,Tir,G
M,26,171,80,Tir,G
M,26,170,80,Tir,L
F,26,169,80,Tir,L
F,26,168,80,Tir,L
F,26,168,80,Tir,L
M,26,186,81,Tir,L
M,26,186,81,Tir,L
F,26,179,81,Tir,L
M,26,175,81,Tir,L
F,26,171,81,Tir,L
M,26,190,82,Tir,L
M,26,190,82,Tir,L
M,26,188,82,Tir,G
M,26,185,82,Tir,L
M,26,185,82,Tir,L
M,26,185,82,Tir,L
M,26,185,82,Tir,L
M,26,183,82,Tir,L
M,26,182,82,Tir,L
M,26,177,82,Tir,G
M,26,167,82,Tir,L
M,26,178,83,Tir,L
M,26,173,83,Tir,L
M,26,173,83,Tir,L
M,26,170,83,Tir,L
M,26,170,83,Tir,L
M,26,170,83,Tir,L
M,26,183,84,Tir,L
M,26,183,84,Tir,L
M,26,183,84,Tir,L
M,26,178,84,Tir,L
M,26,186,85,Tir,L
M,26,184,85,Tir,L
M,26,180,85,Tir,L
M,26,180,85,Tir,L
M,26,180,85,Tir,L
M,26,180,85,Tir,L
M,26,180,85,Tir,L
M,26,180,85,Tir,L
M,26,180,85,Tir,L
M,26,176,85,Tir,G
M,26,186,86,Tir,L
M,26,186,86,Tir,L
M,26,184,88,Tir,L
M,26,184,88,Tir,L
M,26,178,88,Tir,L
M,26,178,88,Tir,L
M,26,185,89,Tir,L
M,26,183,89,Tir,L
M,26,187,90,Tir,L
M,26,187,90,Tir,L
M,26,180,90,Tir,L
M,26,180,90,Tir,L
M,26,179,90,Tir,L
M,26,179,90,Tir,G
M,26,177,90,Tir,L
M,26,188,91,Tir,L
M,26,187,93,Tir,L
M,26,178,93,Tir,L
M,26,173,93,Tir,L
